SOCName,Employer Name,Number of Records,Mean National Wage,Mean Prevailing Wage,Median National Wage,Median Prevailing Wage
Accountants_and_Auditors,WIPRO LIMITED,14,71040,58867.14286,63550,58386
Accountants_and_Auditors,ERNST & YOUNG U.S. LLP,106,71040,58856.56604,63550,58698
Accountants_and_Auditors,KPMG LLP,220,71040,57210.29091,63550,51198.5
Accountants_and_Auditors,"GOLDMAN, SACHS & CO.",40,71040,9345216.5,63550,71906
Accountants_and_Auditors,HOTTA LIESENBERG SAITO LLP,48,71040,49090.54167,63550,47382
Accountants_and_Auditors,DELOITTE & TOUCHE LLP,30,71040,60029.26667,63550,62338
Accountants_and_Auditors,"PRICEWATERHOUSECOOPERS, LLP",32,71040,55523.125,63550,48048
Accountants_and_Auditors,"CROSSCOUNTRY CONSULTING, LLC",30,71040,63071.13333,63550,64230
Accountants_and_Auditors,SOFT TECH SOURCE,28,71040,49115.5,63550,48500
Accountants_and_Auditors,"THE CHUGH FIRM, AAC",22,71040,51125.90909,63550,47382
Computer_Programmers,INFOSYS LIMITED,1613,78260,246908.4836,74280,52478
Computer_Programmers,TATA CONSULTANCY SERVICES LIMITED,2582,78260,102773.1158,74280,60237
Computer_Programmers,WIPRO LIMITED,2181,78260,70164.03072,74280,68286
Computer_Programmers,"HCL AMERICA, INC.",581,78260,58501.37349,74280,52811
Computer_Programmers,IBM INDIA PRIVATE LIMITED,865,78260,64796.56301,74280,62795
Computer_Programmers,LARSEN & TOUBRO INFOTECH LIMITED,721,78260,208410.6588,74280,49650
Computer_Programmers,ACCENTURE LLP,676,78260,64195.42604,74280,63065.5
Computer_Programmers,"MARLABS, INC",569,78260,65485.41652,74280,65582
Computer_Programmers,"V-SOFT CONSULTING GROUP, INC",391,78260,324842.976,74280,50253
Computer_Programmers,PATNI AMERICAS INC.,311,78260,60403.92605,74280,60050
Computer_Systems_Analysts,INFOSYS LIMITED,5718,83800,227087.5502,79680,63648
Computer_Systems_Analysts,DELOITTE CONSULTING LLP,706,83800,67052.85836,79680,67433.5
Computer_Systems_Analysts,TATA CONSULTANCY SERVICES LIMITED,311,83800,60089.94534,79680,61339
Computer_Systems_Analysts,"HCL AMERICA, INC.",893,83800,57908.92833,79680,58053
Computer_Systems_Analysts,SATYAM COMPUTER SERVICES LIMITED,596,83800,72363.64933,79680,75194
Computer_Systems_Analysts,UST GLOBAL INC.,838,83800,55668.15771,79680,55890
Computer_Systems_Analysts,"HEXAWARE TECHNOLOGIES, INC.",516,83800,340980.9806,79680,58906
Computer_Systems_Analysts,MPHASIS CORPORATION,346,83800,64662.56069,79680,61557.5
Computer_Systems_Analysts,"SYNECHRON, INC.",280,83800,505421.7607,79680,68273
Computer_Systems_Analysts,CAPGEMINI FINANCIAL SERVICES USA INC,300,83800,58064.94333,79680,58906
Database_Administrators,TATA CONSULTANCY SERVICES LIMITED,176,79120,58520.31818,77080,58271
Database_Administrators,WIPRO LIMITED,95,79120,64378.62105,77080,64355
Database_Administrators,"HCL AMERICA, INC.",23,79120,53252.52174,77080,53456
Database_Administrators,SATYAM COMPUTER SERVICES LIMITED,52,79120,106136.9231,77080,61797
Database_Administrators,CYBERTHINK INC,23,79120,53916.30435,77080,50960
Database_Administrators,SIRI INFOSOLUTIONS INC.,27,79120,53428.37037,77080,53456
Database_Administrators,SUNMERGE SYSTEMS INC.,23,79120,55936.69565,77080,56493
Database_Administrators,SREE INFOTECH LLC,41,79120,51354.31707,77080,50627
Database_Administrators,TEK SERVICES LLC,34,79120,65407.35294,77080,65520
Database_Administrators,"YASH SOLUTIONS, LLC",22,79120,50178.13636,77080,50627
Electrical_Engineers,CUMMINS INC.,5,91810,61289.4,87920,61797
Electrical_Engineers,PHILIPS ELECTRONICS NORTH AMERICA CORPORATION,6,91810,74772.16667,87920,74589
Electrical_Engineers,"XILINX, INC.",14,91810,86918.42857,87920,83374.5
Electrical_Engineers,ALSTOM GRID INC.,5,91810,69014.8,87920,63898
Electrical_Engineers,SANDISK CORPORATION,8,91810,77412.75,87920,74027
Electrical_Engineers,"ARM, INC.",6,91810,67097.33333,87920,66809.5
Electrical_Engineers,ABB INC.,5,91810,65299.8,87920,77168
Electrical_Engineers,"CONTRA COSTA ELECTRIC, INC.",5,91810,60964.8,87920,60964.8
Electronics_Engineers_Except_Computer,QUALCOMM INCORPORATED,9,95250,85476.44444,91820,85051.2
Electronics_Engineers_Except_Computer,INTEL CORPORATION,45,95250,90084,91820,93850
Electronics_Engineers_Except_Computer,"MOTOROLA MOBILITY, INC.",17,95250,85653,91820,86690
Electronics_Engineers_Except_Computer,"MOTOROLA SOLUTIONS, INC.",30,95250,65529.81333,91820,58864.7
Electronics_Engineers_Except_Computer,INTEL MOBILE COMMUNICATIONS NORTH AMERICA,21,95250,94293.90476,91820,95701
Electronics_Engineers_Except_Computer,TEXAS INSTRUMENTS INCORPORATED,16,95250,86790.0625,91820,93100.5
Electronics_Engineers_Except_Computer,"CIRRUS LOGIC, INC.",25,95250,74403.28,91820,74464
Electronics_Engineers_Except_Computer,ASTRON CONSULTING LLC,21,95250,65950.04762,91820,66477
Electronics_Engineers_Except_Computer,LINEAR TECHNOLOGY CORPORATION,9,95250,80911.82222,91820,83158
Electronics_Engineers_Except_Computer,"MOTOROLA, INC.",7,95250,73227.28571,91820,73753
Financial_Analysts,DELOITTE CONSULTING LLP,755,89410,69137.63576,76950,62566
Financial_Analysts,"GOLDMAN, SACHS & CO.",77,89410,1369291.26,76950,64200
Financial_Analysts,MORGAN STANLEY & CO. LLC,107,89410,78780.45794,76950,65603
Financial_Analysts,CREDIT SUISSE SECURITIES (USA) LLC,108,89410,74390.38889,76950,72685.5
Financial_Analysts,DEUTSCHE BANK SECURITIES INC.,106,89410,75036.57547,76950,62566
Financial_Analysts,JPMORGAN CHASE & CO.,29,89410,67574.62069,76950,62566
Financial_Analysts,DEUTSCHE BANK NEW YORK BRANCH,22,89410,82855.72727,76950,76055.5
Financial_Analysts,"BLACKROCK FINANCIAL MANAGEMENT, INC.",33,89410,69417.66667,76950,62566
Financial_Analysts,MERRILL LYNCH,31,89410,73360.70968,76950,62566
Financial_Analysts,LAZARD FRERES & CO. LLC,21,89410,84699.61905,76950,86965
Management_Analysts,DELOITTE CONSULTING LLP,318,88070,69785.37736,78600,61797
Management_Analysts,"HCL AMERICA, INC.",144,88070,59921.59722,78600,58531
Management_Analysts,ERNST & YOUNG U.S. LLP,1150,88070,70026.3607,78600,70429
Management_Analysts,SATYAM COMPUTER SERVICES LIMITED,192,88070,68924.71875,78600,67683
Management_Analysts,ACCENTURE LLP,162,88070,70826.58025,78600,68078
Management_Analysts,IBM CORPORATION,430,88070,57389.30233,78600,55952
Management_Analysts,SATYAM COMPUTER SERVICES LTD.,110,88070,75364.29091,78600,75338
Management_Analysts,"THE BOSTON CONSULTING GROUP, INC.",216,88070,91786.87593,78600,95742
Management_Analysts,"MU SIGMA, INC.",168,88070,52502.94048,78600,49982.5
Management_Analysts,MUSIGMA INC,164,88070,52364.12195,78600,51168
Market_Research_Analysts_and_Marketing_Specialists,ERICSSON INC.,24,67380,56960,60300,54538
Market_Research_Analysts_and_Marketing_Specialists,"M S INTERNATIONAL, INC.",14,67380,78528.85714,60300,88546
Market_Research_Analysts_and_Marketing_Specialists,"NISHIMOTO TRADING CO., LTD.",16,67380,37512.75,60300,38397
Market_Research_Analysts_and_Marketing_Specialists,"CPLC EDUCATION CENTER, INC.",10,67380,46330,60300,45656
Market_Research_Analysts_and_Marketing_Specialists,"INTEGRITY RECYCLING, INC.",10,67380,32032,60300,32032
Market_Research_Analysts_and_Marketing_Specialists,MAIYET / PEACE VENTURES INC,10,67380,41232.8,60300,42870
Market_Research_Analysts_and_Marketing_Specialists,CALSOFT SYSTEMS,8,67380,33467.2,60300,33467.2
Market_Research_Analysts_and_Marketing_Specialists,"ENERGY XTREME, LLC",8,67380,33030,60300,33030
Market_Research_Analysts_and_Marketing_Specialists,FIOUNA CATERING,8,67380,40227.15,60300,40227.2
Market_Research_Analysts_and_Marketing_Specialists,KENNETH L LAMBOURNE,8,67380,63731,60300,63731
Mechanical_Engineers,SATYAM COMPUTER SERVICES LIMITED,78,84770,60553.66667,80580,62878
Mechanical_Engineers,"AXIS, INC.",130,84770,59380.96923,80580,55598
Mechanical_Engineers,"KPIT INFOSYSTEMS, INC.",84,84770,61713.90476,80580,64854
Mechanical_Engineers,"INFOTECH ENTERPRISES AMERICA, INC.",104,84770,57293.69231,80580,59093
Mechanical_Engineers,"GEOMETRIC AMERICAS, INC",98,84770,56234.67755,80580,54038
Mechanical_Engineers,"ITC INFOTECH (USA), INC.",72,84770,58368.38889,80580,59093
Mechanical_Engineers,ADVANCED CAD/CAM SERVICE,68,84770,56107.23529,80580,55598
Mechanical_Engineers,"CARESOFT GLOBAL, INC.",66,84770,51624.18182,80580,52603
Mechanical_Engineers,"ONWARD TECHNOLOGIES, INC",54,84770,56448.77778,80580,50128
Mechanical_Engineers,"BELCAN ENGINEERING GROUP, INC.",42,84770,55022.90476,80580,55598
Network_and_Computer_Systems_Administrators,POPULUS GROUP,5,76320,63431.68,72560,63419.2
Operations_Research_Analysts,SATYAM COMPUTER SERVICES LIMITED,26,79830,66317,72100,65083
Operations_Research_Analysts,LARSEN & TOUBRO INFOTECH LIMITED,70,79830,53682.48571,72100,55099
Operations_Research_Analysts,KPMG LLP,74,79830,55627.89189,72100,53893
Operations_Research_Analysts,KFORCE INC.,38,79830,53401.26316,72100,52187.2
Operations_Research_Analysts,"GOLDMAN, SACHS & CO.",58,79830,6288385.31,72100,56950
Operations_Research_Analysts,MORGAN STANLEY & CO. LLC,42,79830,79181.71429,72100,86778
Operations_Research_Analysts,CREDIT SUISSE SECURITIES (USA) LLC,80,79830,74945.525,72100,80059
Operations_Research_Analysts,DEUTSCHE BANK NEW YORK BRANCH,44,79830,57156.13636,72100,56950
Operations_Research_Analysts,DB SERVICES NJ INC,32,79830,61807.875,72100,56950
Operations_Research_Analysts,DB GLOBAL TECHNOLOGY INC.,34,79830,67097,72100,68390
Software_Developers_Applications,GOOGLE INC.,846,93280,789210.974,90060,99653
Software_Developers_Applications,MICROSOFT CORPORATION,961,93280,78200.07076,90060,73112
Software_Developers_Applications,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",683,93280,348129.4258,90060,83845
Software_Developers_Applications,"ITECH US, INC.",248,93280,77306.02823,90060,78062.5
Software_Developers_Applications,HCL GLOBAL SYSTEMS INC,288,93280,67771.16667,90060,66996.8
Software_Developers_Applications,"NTT DATA, INC. (FORMERLY KEANE INC.)",198,93280,85433.62437,90060,85530
Software_Developers_Applications,"RANDSTAD TECHNOLOGIES, LP",175,93280,960127.8754,90060,78478
Software_Developers_Applications,"BLOOMBERG, LP",261,93280,95380.75096,90060,101629
Software_Developers_Applications,"FACEBOOK, INC.",235,93280,105751.9915,90060,107099
Software_Developers_Applications,"YASH & LUJAN CONSULTING, INC.",200,93280,68132.51,90060,58302
Software_Developers_Systems_Software,DELOITTE CONSULTING LLP,1921,102550,76174.23686,99000,73986
Software_Developers_Systems_Software,GOOGLE INC.,173,102550,96401.05202,99000,103709
Software_Developers_Systems_Software,IBM CORPORATION,74,102550,68982.05405,99000,67600
Software_Developers_Systems_Software,CAPGEMINI U.S. LLC,227,102550,81966.54185,99000,79206
Software_Developers_Systems_Software,QUALCOMM INCORPORATED,298,102550,83315.65503,99000,83595.2
Software_Developers_Systems_Software,INTEL CORPORATION,288,102550,89525.06597,99000,85821
Software_Developers_Systems_Software,"QUALCOMM TECHNOLOGIES, INC.",82,102550,84968.60244,99000,83595.2
Software_Developers_Systems_Software,"MOTOROLA MOBILITY, INC.",73,102550,84396.87671,99000,84115
Software_Developers_Systems_Software,"MOTOROLA SOLUTIONS, INC.",77,102550,82077.72727,99000,78412
Software_Developers_Systems_Software,"CISCO SYSTEMS, INC.",78,102550,93456.48718,99000,89670